_id,year,division,crime,count,count_cleared,covid_period
2016,2021,D11,Property Theft,4,0,Post-COVID
2017,2021,D55,Other,1,0,Post-COVID
2018,2023,D55,Other,2,0,Post-COVID
2019,2022,D31,Home Invasion,4,0,Post-COVID
2020,2020,D13,Fraud,32,0,Post-COVID
2021,2019,D13,Home Invasion,4,0,Pre-COVID
2022,2016,D55,Home Invasion,1,0,Pre-COVID
2023,2022,D33,Other,7,0,Post-COVID
2024,2017,D32,Property Theft,3,0,Pre-COVID
2025,2023,D22,Home Invasion,2,0,Post-COVID
2026,2019,D11,Other,3,0,Pre-COVID
2027,2017,D52,Property Theft,1,0,Pre-COVID
2028,2023,D33,Property Theft,1,0,Post-COVID
2031,2018,D13,Home Invasion,5,0,Pre-COVID
2032,2022,D52,Property Theft,1,0,Post-COVID
2033,2016,D53,Robbery-Other,2,0,Pre-COVID
2034,2022,D22,Other,1,0,Post-COVID
2035,2021,D55,Home Invasion,3,0,Post-COVID
2036,2017,D14,Home Invasion,5,0,Pre-COVID
2037,2023,D43,Assault,1,0,Post-COVID
2038,2021,D52,Home Invasion,4,0,Post-COVID
2039,2023,D55,Fraud,58,0,Post-COVID
2040,2019,D53,Home Invasion,2,0,Pre-COVID
2041,2021,D53,Fraud,12,0,Post-COVID
2042,2022,D11,Fraud,9,0,Post-COVID
2043,2022,D55,Property Theft,22,0,Post-COVID
2044,2017,D53,Robbery-Financial,1,0,Pre-COVID
2045,2020,D33,Robbery-Other,2,0,Post-COVID
2046,2019,D42,Home Invasion,2,0,Pre-COVID
2047,2022,D42,Property Theft,14,0,Post-COVID
2048,2022,D42,Other,1,0,Post-COVID
2049,2022,D13,Home Invasion,3,0,Post-COVID
2052,2018,D32,Home Invasion,1,0,Pre-COVID
2053,2023,D11,Property Theft,17,0,Post-COVID
2054,2017,D13,Property Theft,5,0,Pre-COVID
2055,2017,D12,Home Invasion,5,0,Pre-COVID
2056,2020,D53,Fraud,1,0,Post-COVID
2059,2023,D43,Home Invasion,1,0,Post-COVID
2060,2022,D53,Home Invasion,4,0,Post-COVID
2061,2017,D12,Home Invasion,3,0,Pre-COVID
2062,2022,D53,Property Theft,1,0,Post-COVID
2064,2021,D31,Home Invasion,3,0,Post-COVID
2065,2019,D13,Home Invasion,1,0,Pre-COVID
2068,2016,D31,Home Invasion,12,0,Pre-COVID
2070,2019,D42,Property Theft,3,0,Pre-COVID
2071,2018,D32,Fraud,1,0,Pre-COVID
2072,2019,NSA,Sexual Violation,1,0,Pre-COVID
2073,2022,D11,Attempt Murder,1,0,Post-COVID
2074,2023,D13,Property Theft,26,0,Post-COVID
2075,2018,D33,Sexual Violation,1,0,Pre-COVID
2076,2016,D53,Assault,1,0,Pre-COVID
2078,2021,D12,Fraud,23,0,Post-COVID
2079,2021,D32,Fraud,19,0,Post-COVID
2080,2022,D13,Other,1,0,Post-COVID
2081,2017,D11,Property Theft,4,0,Pre-COVID
2082,2019,D22,Home Invasion,4,0,Pre-COVID
2083,2019,D14,Home Invasion,4,0,Pre-COVID
2084,2016,D22,Other,1,0,Pre-COVID
2085,2016,D31,Assault,1,0,Pre-COVID
2087,2021,D12,Home Invasion,1,0,Post-COVID
2088,2021,D42,Property Theft,1,0,Post-COVID
2089,2020,D33,Property Theft,3,0,Post-COVID
2090,2023,D41,Property Theft,1,0,Post-COVID
2091,2023,D43,Home Invasion,1,0,Post-COVID
2092,2022,D53,Home Invasion,5,0,Post-COVID
2094,2023,D32,Home Invasion,4,0,Post-COVID
2095,2016,D33,Sexual Violation,2,0,Pre-COVID
2096,2020,D13,Home Invasion,1,0,Post-COVID
2097,2022,NSA,Assault,1,0,Post-COVID
2098,2018,D42,Attempt Murder,1,0,Pre-COVID
2101,2023,D33,Other,1,0,Post-COVID
2102,2017,D32,Fraud,1,0,Pre-COVID
2103,2021,D32,Home Invasion,2,0,Post-COVID
2104,2020,D33,Sexual Violation,1,0,Post-COVID
2106,2019,D55,Attempt Murder,1,0,Pre-COVID
2107,2017,D42,Sexual Violation,5,0,Pre-COVID
2109,2023,D53,Home Invasion,1,0,Post-COVID
2110,2016,D12,Property Theft,1,0,Pre-COVID
2111,2020,D43,Home Invasion,1,0,Post-COVID
2113,2017,D23,Other,3,0,Pre-COVID
2114,2022,D22,Home Invasion,2,0,Post-COVID
2116,2022,D11,Robbery-Financial,1,0,Post-COVID
2117,2021,D23,Home Invasion,1,0,Post-COVID
2118,2016,D12,Other,1,0,Pre-COVID
2119,2022,D42,Home Invasion,16,0,Post-COVID
2120,2017,D32,Property Theft,14,0,Pre-COVID
2121,2021,D14,Property Theft,6,0,Post-COVID
2122,2020,NSA,Assault,1,0,Post-COVID
2123,2022,D53,Property Theft,32,0,Post-COVID
2125,2017,NSA,Fraud,1,0,Pre-COVID
2128,2021,NSA,Sexual Violation,2,0,Post-COVID
2129,2020,D55,Other,1,0,Post-COVID
2131,2020,D55,Property Theft,5,0,Post-COVID
2132,2016,D23,Property Theft,4,0,Pre-COVID
2133,2016,NSA,Fraud,1,0,Pre-COVID
2134,2020,D53,Home Invasion,3,0,Post-COVID
2135,2017,D55,Home Invasion,4,0,Pre-COVID
2136,2017,D42,Home Invasion,4,0,Pre-COVID
2137,2016,D33,Home Invasion,1,0,Pre-COVID
2138,2022,D11,Home Invasion,1,0,Post-COVID
2141,2016,D33,Property Theft,2,0,Pre-COVID
2142,2022,D14,Fraud,6,0,Post-COVID
2143,2020,D23,Other,3,0,Post-COVID
2145,2020,D41,Other,1,0,Post-COVID
2146,2022,D22,Other,1,0,Post-COVID
2147,2021,D33,Home Invasion,6,0,Post-COVID
2148,2016,D52,Other,1,0,Pre-COVID
2149,2017,D32,Property Theft,1,0,Pre-COVID
2150,2019,D12,Home Invasion,2,0,Pre-COVID
2151,2021,D11,Home Invasion,1,0,Post-COVID
2152,2019,D23,Home Invasion,3,0,Pre-COVID
2153,2020,D13,Home Invasion,1,0,Post-COVID
2154,2022,D51,Property Theft,1,0,Post-COVID
2155,2020,D53,Home Invasion,6,0,Post-COVID
2156,2016,D55,Fraud,2,0,Pre-COVID
2157,2016,D42,Home Invasion,2,0,Pre-COVID
2158,2021,D52,Home Invasion,2,0,Post-COVID
2159,2022,D51,Property Theft,1,0,Post-COVID
2160,2020,NSA,Sexual Violation,1,0,Post-COVID
2161,2020,D22,Property Theft,29,0,Post-COVID
2163,2022,D55,Home Invasion,1,0,Post-COVID
2165,2017,D52,Property Theft,7,0,Pre-COVID
2166,2022,D55,Home Invasion,1,0,Post-COVID
2167,2020,D31,Home Invasion,3,0,Post-COVID
2168,2023,D33,Home Invasion,4,0,Post-COVID
2169,2018,D11,Property Theft,2,0,Pre-COVID
2170,2023,D42,Property Theft,53,0,Post-COVID
2171,2020,D41,Property Theft,4,0,Post-COVID
2172,2022,D43,Home Invasion,1,0,Post-COVID
2173,2021,D55,Assault,2,0,Post-COVID
2174,2020,D55,Home Invasion,6,0,Post-COVID
2175,2017,D14,Property Theft,4,0,Pre-COVID
2176,2018,D41,Home Invasion,7,0,Pre-COVID
2177,2022,D23,Property Theft,5,0,Post-COVID
2178,2016,D31,Property Theft,1,0,Pre-COVID
2179,2019,D33,Home Invasion,1,0,Pre-COVID
2180,2020,D14,Property Theft,1,0,Post-COVID
2181,2023,D53,Property Theft,1,0,Post-COVID
2182,2023,D43,Home Invasion,1,0,Post-COVID
2184,2017,D12,Home Invasion,2,0,Pre-COVID
2185,2020,D43,Attempt Murder,1,0,Post-COVID
2187,2017,D22,Property Theft,1,0,Pre-COVID
2188,2022,D33,Property Theft,2,0,Post-COVID
2190,2018,D22,Home Invasion,2,0,Pre-COVID
2191,2020,D33,Property Theft,2,0,Post-COVID
2192,2021,D55,Home Invasion,2,0,Post-COVID
2193,2017,D51,Property Theft,1,0,Pre-COVID
2194,2022,D33,Property Theft,6,0,Post-COVID
2195,2017,D52,Sexual Violation,1,0,Pre-COVID
2196,2018,D53,Property Theft,3,0,Pre-COVID
2198,2019,D53,Property Theft,6,0,Pre-COVID
2199,2022,D14,Other,1,0,Post-COVID
2200,2019,D22,Home Invasion,2,0,Pre-COVID
2201,2023,D51,Home Invasion,1,0,Post-COVID
2202,2022,D42,Property Theft,4,0,Post-COVID
2204,2022,D12,Property Theft,5,0,Post-COVID
2205,2019,D32,Home Invasion,3,0,Pre-COVID
2206,2020,D42,Property Theft,1,0,Post-COVID
2207,2016,D33,Property Theft,1,0,Pre-COVID
2208,2021,D42,Home Invasion,10,0,Post-COVID
2210,2017,D14,Property Theft,10,0,Pre-COVID
2211,2020,D55,Home Invasion,1,0,Post-COVID
2212,2023,D11,Fraud,10,0,Post-COVID
2213,2023,D31,Property Theft,13,0,Post-COVID
2214,2022,D41,Property Theft,41,0,Post-COVID
2216,2020,NSA,Sexual Violation,1,0,Post-COVID
2217,2016,D31,Robbery-Financial,2,0,Pre-COVID
2218,2016,D41,Home Invasion,2,0,Pre-COVID
2219,2022,D42,Home Invasion,2,0,Post-COVID
2222,2023,D31,Property Theft,3,0,Post-COVID
2223,2016,D23,Home Invasion,2,0,Pre-COVID
2225,2022,D51,Sexual Violation,1,0,Post-COVID
2226,2016,D13,Property Theft,6,0,Pre-COVID
2227,2020,D11,Property Theft,7,0,Post-COVID
2229,2021,D53,Property Theft,16,0,Post-COVID
2230,2017,NSA,Fraud,1,0,Pre-COVID
2231,2020,D22,Property Theft,4,0,Post-COVID
2232,2017,D14,Home Invasion,1,0,Pre-COVID
2233,2016,D23,Property Theft,3,0,Pre-COVID
2234,2020,D32,Property Theft,10,0,Post-COVID
2235,2022,D51,Home Invasion,2,0,Post-COVID
2236,2022,D41,Property Theft,1,0,Post-COVID
2237,2020,D11,Robbery-Other,1,0,Post-COVID
2239,2017,D55,Home Invasion,2,0,Pre-COVID
2240,2021,D31,Home Invasion,4,0,Post-COVID
2241,2018,D32,Property Theft,4,0,Pre-COVID
2243,2023,D51,Property Theft,1,0,Post-COVID
2244,2017,D55,Property Theft,11,0,Pre-COVID
2245,2021,D55,Property Theft,13,0,Post-COVID
2246,2022,D13,Home Invasion,1,0,Post-COVID
2248,2018,D53,Other Criminal Violations - Offensive Weapons,1,0,Pre-COVID
2249,2021,D13,Property Theft,3,0,Post-COVID
2250,2022,D33,Home Invasion,7,0,Post-COVID
2251,2023,D55,Fraud,22,0,Post-COVID
2252,2019,D33,Fraud,5,0,Pre-COVID
2253,2020,D53,Home Invasion,3,0,Post-COVID
2254,2017,NSA,Sexual Violation,1,0,Pre-COVID
2255,2019,D32,Property Theft,1,0,Pre-COVID
2256,2020,D22,Other,1,0,Post-COVID
2258,2021,D22,Home Invasion,6,0,Post-COVID
2260,2018,D33,Property Theft,6,0,Pre-COVID
2261,2020,D42,Other,1,0,Post-COVID
2262,2021,D33,Fraud,1,0,Post-COVID
2263,2018,D12,Property Theft,1,0,Pre-COVID
2264,2021,D53,Home Invasion,2,0,Post-COVID
2265,2023,D53,Home Invasion,11,0,Post-COVID
2266,2021,D11,Property Theft,5,0,Post-COVID
2267,2023,D55,Fraud,1,0,Post-COVID
2268,2020,D55,Home Invasion,1,0,Post-COVID
2269,2021,D53,Fraud,23,0,Post-COVID
2270,2020,D13,Home Invasion,3,0,Post-COVID
2271,2023,D22,Fraud,3,0,Post-COVID
2272,2019,D33,Home Invasion,4,0,Pre-COVID
2275,2020,D23,Fraud,4,0,Post-COVID
2278,2020,D31,Property Theft,1,0,Post-COVID
2280,2021,D23,Assault,1,0,Post-COVID
2281,2023,D55,Fraud,1,0,Post-COVID
2282,2017,D55,Home Invasion,9,0,Pre-COVID
2283,2018,D23,Home Invasion,13,0,Pre-COVID
2284,2022,D42,Sexual Violation,2,0,Post-COVID
2285,2018,D53,Fraud,37,0,Pre-COVID
2286,2023,D41,Property Theft,1,0,Post-COVID
2287,2017,D43,Property Theft,4,0,Pre-COVID
2288,2022,D33,Home Invasion,12,0,Post-COVID
2289,2020,D32,Property Theft,1,0,Post-COVID
2290,2019,D53,Property Theft,3,0,Pre-COVID
2291,2021,D23,Property Theft,2,0,Post-COVID
2292,2023,D51,Property Theft,4,0,Post-COVID
2293,2022,D13,Other,1,0,Post-COVID
2294,2022,D22,Property Theft,4,0,Post-COVID
2295,2023,D41,Other,4,0,Post-COVID
2296,2017,D11,Sexual Violation,1,0,Pre-COVID
2297,2016,NSA,Sexual Violation,1,0,Pre-COVID
2299,2022,D12,Property Theft,19,0,Post-COVID
2300,2021,D32,Home Invasion,6,0,Post-COVID
2301,2021,D22,Home Invasion,2,0,Post-COVID
2302,2020,D11,Fraud,28,0,Post-COVID
2303,2018,D11,Property Theft,6,0,Pre-COVID
2304,2016,D55,Assault,1,0,Pre-COVID
2305,2019,D11,Home Invasion,10,0,Pre-COVID
2306,2023,D33,Home Invasion,1,0,Post-COVID
2307,2016,D11,Property Theft,1,0,Pre-COVID
2308,2016,D41,Home Invasion,3,0,Pre-COVID
2309,2018,D33,Home Invasion,7,0,Pre-COVID
2310,2018,D53,Home Invasion,13,0,Pre-COVID
2311,2022,D13,Property Theft,7,0,Post-COVID
2312,2017,D55,Property Theft,5,0,Pre-COVID
2313,2017,D11,Property Theft,12,0,Pre-COVID
2316,2016,D22,Home Invasion,1,0,Pre-COVID
2317,2019,D32,Property Theft,1,0,Pre-COVID
2318,2023,D55,Property Theft,61,0,Post-COVID
2319,2017,D55,Property Theft,2,0,Pre-COVID
2320,2016,D32,Robbery-Financial,1,0,Pre-COVID
2321,2017,D42,Home Invasion,28,0,Pre-COVID
2322,2020,D33,Property Theft,6,0,Post-COVID
2323,2018,D33,Fraud,2,0,Pre-COVID
2324,2021,D51,Other,1,0,Post-COVID
2325,2023,D43,Fraud,5,0,Post-COVID
2327,2018,D32,Home Invasion,9,0,Pre-COVID
2328,2019,D12,Home Invasion,1,0,Pre-COVID
2329,2017,D22,Other,6,0,Pre-COVID
2330,2017,D14,Other,1,0,Pre-COVID
2332,2020,D42,Property Theft,2,0,Post-COVID
2333,2018,D11,Property Theft,3,0,Pre-COVID
2334,2017,D32,Robbery-Financial,1,0,Pre-COVID
2335,2016,NSA,Sexual Violation,1,0,Pre-COVID
2336,2023,D32,Home Invasion,1,0,Post-COVID
2337,2016,D31,Home Invasion,2,0,Pre-COVID
2338,2020,D22,Property Theft,22,0,Post-COVID
2342,2020,D32,Property Theft,25,0,Post-COVID
2343,2016,NSA,Fraud,1,0,Pre-COVID
2344,2017,D14,Property Theft,1,0,Pre-COVID
2345,2023,D11,Home Invasion,1,0,Post-COVID
2346,2022,D22,Home Invasion,4,0,Post-COVID
2347,2022,D12,Sexual Violation,1,0,Post-COVID
2348,2016,D33,Home Invasion,3,0,Pre-COVID
2349,2016,D55,Robbery-Other,3,0,Pre-COVID
2352,2023,D33,Property Theft,1,0,Post-COVID
2353,2018,D52,Property Theft,2,0,Pre-COVID
2354,2020,D53,Fraud,26,0,Post-COVID
2355,2020,D14,Property Theft,12,0,Post-COVID
2357,2023,D42,Home Invasion,1,0,Post-COVID
2358,2023,D43,Property Theft,23,0,Post-COVID
2359,2016,D12,Property Theft,1,0,Pre-COVID
2360,2022,D14,Property Theft,33,0,Post-COVID
2363,2023,D14,Home Invasion,2,0,Post-COVID
2364,2022,D12,Home Invasion,1,0,Post-COVID
2365,2016,D32,Home Invasion,5,0,Pre-COVID
2366,2019,D12,Home Invasion,2,0,Pre-COVID
2367,2023,D11,Fraud,16,0,Post-COVID
2368,2018,D53,Property Theft,9,0,Pre-COVID
2369,2021,D22,Home Invasion,2,0,Post-COVID
2370,2019,D11,Home Invasion,1,0,Pre-COVID
2371,2020,D51,Attempt Murder,1,0,Post-COVID
2374,2023,D12,Fraud,34,0,Post-COVID
2376,2021,D31,Home Invasion,2,0,Post-COVID
2377,2016,NSA,Fraud,1,0,Pre-COVID
2379,2023,D42,Sexual Violation,4,0,Post-COVID
2380,2021,D32,Home Invasion,3,0,Post-COVID
2382,2022,D23,Home Invasion,3,0,Post-COVID
2384,2016,D12,Property Theft,1,0,Pre-COVID
2385,2023,D14,Home Invasion,8,0,Post-COVID
2387,2022,D12,Property Theft,3,0,Post-COVID
2388,2019,D32,Home Invasion,2,0,Pre-COVID
2389,2022,D12,Home Invasion,1,0,Post-COVID
2390,2020,D11,Property Theft,2,0,Post-COVID
2391,2018,D22,Fraud,20,0,Pre-COVID
2392,2022,D32,Property Theft,4,0,Post-COVID
2393,2022,D43,Home Invasion,1,0,Post-COVID
2395,2023,D11,Other,1,0,Post-COVID
2397,2019,D32,Property Theft,5,0,Pre-COVID
2398,2019,D53,Property Theft,3,0,Pre-COVID
2399,2023,D51,Property Theft,3,0,Post-COVID
2400,2016,D51,Home Invasion,1,0,Pre-COVID
2401,2016,D53,Home Invasion,1,0,Pre-COVID
2403,2017,D32,Home Invasion,1,0,Pre-COVID
2406,2016,D31,Property Theft,2,0,Pre-COVID
2407,2018,D23,Home Invasion,3,0,Pre-COVID
2408,2018,D53,Property Theft,2,0,Pre-COVID
2409,2023,D11,Other,1,0,Post-COVID
2410,2023,D33,Home Invasion,1,0,Post-COVID
2411,2016,D53,Property Theft,2,0,Pre-COVID
2412,2016,D51,Fraud,2,0,Pre-COVID
2413,2019,D31,Home Invasion,3,0,Pre-COVID
2414,2017,D52,Other,3,0,Pre-COVID
2415,2016,D32,Property Theft,4,0,Pre-COVID
2417,2023,D51,Sexual Violation,1,0,Post-COVID
2418,2022,D14,Home Invasion,7,0,Post-COVID
2419,2021,D23,Property Theft,40,0,Post-COVID
2420,2023,D23,Robbery-Other,3,0,Post-COVID
2421,2018,D33,Assault,2,0,Pre-COVID
2422,2019,D41,Property Theft,8,0,Pre-COVID
2423,2021,D41,Other,1,0,Post-COVID
2424,2019,D12,Home Invasion,6,0,Pre-COVID
2426,2022,D55,Home Invasion,3,0,Post-COVID
2427,2017,D51,Home Invasion,2,0,Pre-COVID
2428,2016,NSA,Fraud,1,0,Pre-COVID
2429,2022,D53,Other,3,0,Post-COVID
2430,2018,D32,Home Invasion,3,0,Pre-COVID
2431,2020,D12,Property Theft,15,0,Post-COVID
2432,2018,D32,Home Invasion,40,0,Pre-COVID
2433,2022,D31,Home Invasion,4,0,Post-COVID
2434,2017,D53,Other,1,0,Pre-COVID
2436,2021,D11,Fraud,35,0,Post-COVID
2437,2020,D32,Property Theft,49,0,Post-COVID
2438,2022,D11,Fraud,1,0,Post-COVID
2439,2023,D22,Home Invasion,7,0,Post-COVID
2440,2022,D32,Home Invasion,1,0,Post-COVID
2441,2023,D33,Other,1,0,Post-COVID
2443,2018,D53,Robbery-Other,3,0,Pre-COVID
2444,2021,D41,Fraud,9,0,Post-COVID
2445,2017,D11,Sexual Violation,1,0,Pre-COVID
2446,2020,D52,Home Invasion,2,0,Post-COVID
2448,2022,D22,Home Invasion,1,0,Post-COVID
2449,2022,D53,Property Theft,101,0,Post-COVID
2450,2017,D32,Property Theft,2,0,Pre-COVID
2451,2018,D53,Home Invasion,6,0,Pre-COVID
2452,2022,D55,Home Invasion,9,0,Post-COVID
2453,2022,D53,Other,1,0,Post-COVID
2454,2022,D12,Home Invasion,3,0,Post-COVID
2455,2021,D33,Property Theft,1,0,Post-COVID
2456,2020,D12,Property Theft,3,0,Post-COVID
2457,2023,NSA,Sexual Violation,1,0,Post-COVID
2458,2019,D41,Home Invasion,2,0,Pre-COVID
2459,2022,D53,Other,1,0,Post-COVID
2462,2021,D12,Home Invasion,2,0,Post-COVID
2463,2017,D53,Home Invasion,1,0,Pre-COVID
2464,2017,D55,Property Theft,2,0,Pre-COVID
2467,2022,D11,Sexual Violation,1,0,Post-COVID
2468,2019,D55,Property Theft,3,0,Pre-COVID
2469,2020,D33,Property Theft,1,0,Post-COVID
2470,2017,D41,Home Invasion,4,0,Pre-COVID
2471,2018,D42,Property Theft,4,0,Pre-COVID
2472,2023,D23,Attempt Murder,1,0,Post-COVID
2473,2023,D51,Other,1,0,Post-COVID
2474,2016,D13,Property Theft,2,0,Pre-COVID
2475,2019,D33,Other,1,0,Pre-COVID
2476,2021,D42,Property Theft,19,0,Post-COVID
2478,2016,D13,Robbery-Other,2,0,Pre-COVID
2480,2019,D13,Property Theft,2,0,Pre-COVID
2481,2022,D12,Property Theft,1,0,Post-COVID
2482,2022,D51,Property Theft,312,0,Post-COVID
2483,2017,D12,Other,1,0,Pre-COVID
2484,2016,D13,Property Theft,1,0,Pre-COVID
2485,2018,D41,Robbery-Other,1,0,Pre-COVID
2486,2016,D52,Property Theft,3,0,Pre-COVID
2487,2019,D13,Robbery-Other,3,0,Pre-COVID
2489,2023,D12,Other,1,0,Post-COVID
2490,2020,D22,Property Theft,1,0,Post-COVID
2491,2018,D33,Home Invasion,2,0,Pre-COVID
2492,2020,D42,Property Theft,2,0,Post-COVID
2493,2019,D52,Home Invasion,3,0,Pre-COVID
2494,2016,D55,Sexual Violation,1,0,Pre-COVID
2495,2022,D14,Property Theft,3,0,Post-COVID
2496,2016,D51,Sexual Violation,1,0,Pre-COVID
2497,2018,D23,Home Invasion,10,0,Pre-COVID
2498,2021,D22,Other,2,0,Post-COVID
2499,2022,D23,Home Invasion,6,0,Post-COVID
2502,2023,D53,Property Theft,1,0,Post-COVID
2504,2020,D42,Fraud,48,0,Post-COVID
2505,2022,D53,Home Invasion,2,0,Post-COVID
2507,2017,D52,Property Theft,1,0,Pre-COVID
2508,2022,D55,Robbery-Other,2,0,Post-COVID
2510,2023,D22,Home Invasion,8,0,Post-COVID
2511,2018,D55,Property Theft,3,0,Pre-COVID
2512,2023,D42,Attempt Murder,1,0,Post-COVID
2513,2020,D51,Home Invasion,5,0,Post-COVID
2514,2017,D32,Home Invasion,1,0,Pre-COVID
2516,2017,D22,Home Invasion,3,0,Pre-COVID
2517,2020,D31,Home Invasion,2,0,Post-COVID
2518,2020,D32,Home Invasion,1,0,Post-COVID
2519,2016,D32,Property Theft,7,0,Pre-COVID
2520,2016,D32,Property Theft,2,0,Pre-COVID
2521,2019,D13,Property Theft,13,0,Pre-COVID
2522,2016,D41,Home Invasion,1,0,Pre-COVID
2523,2019,D53,Home Invasion,1,0,Pre-COVID
2524,2018,D14,Other,2,0,Pre-COVID
2525,2023,D11,Fraud,1,0,Post-COVID
2526,2021,D41,Home Invasion,10,0,Post-COVID
2527,2019,D13,Property Theft,1,0,Pre-COVID
2528,2017,D32,Home Invasion,1,0,Pre-COVID
2529,2022,D32,Home Invasion,1,0,Post-COVID
2530,2020,D53,Other,2,0,Post-COVID
2532,2023,D55,Home Invasion,1,0,Post-COVID
2533,2023,D22,Other,1,0,Post-COVID
2534,2016,D32,Home Invasion,2,0,Pre-COVID
2535,2023,D13,Property Theft,3,0,Post-COVID
2536,2021,D33,Sexual Violation,3,0,Post-COVID
2538,2019,D33,Property Theft,9,0,Pre-COVID
2539,2020,D31,Home Invasion,5,0,Post-COVID
2540,2023,D53,Fraud,2,0,Post-COVID
2541,2016,D51,Home Invasion,1,0,Pre-COVID
2542,2017,D33,Property Theft,4,0,Pre-COVID
2543,2019,D23,Fraud,2,0,Pre-COVID
2544,2023,D53,Property Theft,1,0,Post-COVID
2545,2021,D12,Property Theft,32,0,Post-COVID
2546,2020,D12,Home Invasion,5,0,Post-COVID
2547,2019,D53,Home Invasion,2,0,Pre-COVID
2548,2017,D12,Sexual Violation,2,0,Pre-COVID
2551,2023,D12,Home Invasion,3,0,Post-COVID
2553,2023,D12,Home Invasion,5,0,Post-COVID
2554,2023,D14,Other,1,0,Post-COVID
2555,2021,D42,Fraud,6,0,Post-COVID
2556,2023,D51,Home Invasion,4,0,Post-COVID
2557,2021,D55,Sexual Violation,2,0,Post-COVID
2558,2019,D32,Other,9,0,Pre-COVID
2559,2016,D14,Home Invasion,3,0,Pre-COVID
2560,2017,D53,Home Invasion,1,0,Pre-COVID
2561,2017,D33,Other,1,0,Pre-COVID
2562,2018,D32,Home Invasion,5,0,Pre-COVID
2563,2022,D13,Property Theft,1,0,Post-COVID
2564,2018,D11,Home Invasion,3,0,Pre-COVID
2567,2016,D52,Assault,1,0,Pre-COVID
2569,2017,D32,Property Theft,13,0,Pre-COVID
2570,2023,D53,Property Theft,2,0,Post-COVID
2571,2016,D13,Property Theft,2,0,Pre-COVID
2573,2022,D42,Home Invasion,1,0,Post-COVID
2574,2019,D13,Property Theft,2,0,Pre-COVID
2575,2021,D41,Property Theft,4,0,Post-COVID
2576,2016,D53,Home Invasion,1,0,Pre-COVID
2577,2021,D42,Property Theft,2,0,Post-COVID
2580,2017,D42,Fraud,1,0,Pre-COVID
2581,2021,D12,Fraud,27,0,Post-COVID
2582,2016,D12,Attempt Murder,4,0,Pre-COVID
2583,2023,D53,Property Theft,5,0,Post-COVID
2584,2022,D33,Fraud,44,0,Post-COVID
2585,2017,D32,Robbery-Financial,3,0,Pre-COVID
2588,2016,D53,Home Invasion,6,0,Pre-COVID
2589,2023,D11,Fraud,29,0,Post-COVID
2590,2021,D42,Home Invasion,1,0,Post-COVID
2591,2016,D23,Property Theft,4,0,Pre-COVID
2592,2020,D12,Home Invasion,2,0,Post-COVID
2594,2023,D51,Home Invasion,2,0,Post-COVID
2596,2023,D53,Property Theft,6,0,Post-COVID
2598,2016,D32,Home Invasion,3,0,Pre-COVID
2599,2022,D12,Home Invasion,2,0,Post-COVID
2601,2016,D32,Home Invasion,2,0,Pre-COVID
2602,2019,D12,Home Invasion,9,0,Pre-COVID
2603,2016,D53,Property Theft,2,0,Pre-COVID
2604,2017,D11,Other,1,0,Pre-COVID
2605,2023,D55,Property Theft,6,0,Post-COVID
2606,2017,D11,Fraud,2,0,Pre-COVID
2607,2019,D41,Other,1,0,Pre-COVID
2608,2017,NSA,Sexual Violation,1,0,Pre-COVID
2609,2023,D22,Home Invasion,14,0,Post-COVID
2610,2021,D55,Property Theft,3,0,Post-COVID
2611,2019,D31,Other,1,0,Pre-COVID
2613,2019,D22,Other Criminal Violations - Offensive Weapons,1,0,Pre-COVID
2614,2019,D13,Fraud,21,0,Pre-COVID
2616,2022,D41,Home Invasion,2,0,Post-COVID
2617,2016,D32,Other,1,0,Pre-COVID
2618,2022,D12,Property Theft,8,0,Post-COVID
2620,2023,D42,Home Invasion,1,0,Post-COVID
2621,2019,D53,Home Invasion,5,0,Pre-COVID
2624,2016,D52,Property Theft,1,0,Pre-COVID
2625,2022,D43,Property Theft,13,0,Post-COVID
2626,2020,D41,Home Invasion,1,0,Post-COVID
2629,2019,D55,Home Invasion,4,0,Pre-COVID
2630,2021,D55,Property Theft,4,0,Post-COVID
2631,2023,D12,Fraud,34,0,Post-COVID
2634,2023,D14,Home Invasion,2,0,Post-COVID
2635,2017,D51,Property Theft,1,0,Pre-COVID
2636,2023,D23,Property Theft,39,0,Post-COVID
2637,2023,D11,Home Invasion,2,0,Post-COVID
2638,2020,D42,Home Invasion,8,0,Post-COVID
2639,2022,D12,Fraud,1,0,Post-COVID
2640,2020,D11,Robbery-Other,4,0,Post-COVID
2641,2023,D12,Property Theft,3,0,Post-COVID
2642,2017,D32,Home Invasion,5,0,Pre-COVID
2643,2019,D53,Robbery-Other,4,0,Pre-COVID
2645,2023,D13,Home Invasion,3,0,Post-COVID
2646,2021,D33,Other,1,0,Post-COVID
2647,2018,D33,Property Theft,1,0,Pre-COVID
2648,2020,D53,Other,1,0,Post-COVID
2650,2023,D41,Property Theft,1,0,Post-COVID
2651,2017,D53,Home Invasion,4,0,Pre-COVID
2652,2020,D13,Property Theft,50,0,Post-COVID
2653,2023,D55,Other Criminal Violations - Offensive Weapons,2,0,Post-COVID
2655,2022,D42,Other,2,0,Post-COVID
2656,2017,D22,Fraud,1,0,Pre-COVID
2657,2016,D11,Home Invasion,4,0,Pre-COVID
2658,2020,NSA,Assault,1,0,Post-COVID
2660,2017,D55,Home Invasion,2,0,Pre-COVID
